epoch,step,train_loss
0,9,0.3147229552268982
0,19,0.21419376134872437
0,29,0.14970962703227997
0,39,0.13853774964809418
0,49,0.15232029557228088
0,59,0.15082857012748718
0,69,0.12640270590782166
0,79,0.0651281327009201
0,89,0.19440314173698425
0,99,0.11030863225460052
0,109,0.0894312858581543
0,119,0.0879303440451622
0,129,0.16976365447044373
0,139,0.14205750823020935
0,149,0.2366573065519333
0,159,0.17718780040740967
0,169,0.08234910666942596
0,179,0.08360835909843445
0,189,0.11435477435588837
0,199,0.19839975237846375
0,209,0.12097646296024323
0,219,0.10583589971065521
0,229,0.11995168775320053
0,239,0.07095399498939514
0,249,0.15522977709770203
0,259,0.06776358932256699
0,269,0.12174886465072632
0,279,0.0963842123746872
0,289,0.09225397557020187
0,299,0.09544605016708374
0,309,0.13494303822517395
0,319,0.10898105800151825
0,329,0.051498644053936005
0,339,0.13588953018188477
0,349,0.10372059047222137
0,359,0.18066343665122986
0,369,0.14807270467281342
0,379,0.11382891982793808
0,389,0.19538292288780212
0,399,0.08918043226003647
0,409,0.13333800435066223
0,419,0.1322099268436432
0,429,0.14045068621635437
0,439,0.12152555584907532
0,449,0.1050521582365036
0,459,0.10548947751522064
0,469,0.12432297319173813
0,479,0.13956579566001892
0,489,0.10839702188968658
0,499,0.22878241539001465
0,509,0.06833098828792572
0,519,0.07896661013364792
0,529,0.08989565074443817
0,539,0.17766782641410828
0,549,0.10622008889913559
0,559,0.11266045272350311
0,569,nan
0,579,0.08051301538944244
0,589,0.09619365632534027
0,599,0.1579558253288269
0,609,0.20265132188796997
0,619,0.22639966011047363
0,629,0.08082433044910431
0,639,0.27738267183303833
0,649,0.10207816958427429
0,659,0.14214389026165009
0,669,0.19506751000881195
0,679,nan
0,689,0.1264440417289734
0,699,0.07551468908786774
0,709,0.1584242731332779
0,719,0.1799260824918747
0,729,0.0828503966331482
0,739,0.08072477579116821
0,749,0.14769741892814636
0,759,0.12311695516109467
0,769,0.11765619367361069
0,779,0.12251058220863342
0,789,0.1321316659450531
0,799,0.22344288229942322
0,809,0.10889327526092529
0,819,0.10007251799106598
0,829,0.05481661483645439
0,839,0.15013454854488373
0,849,0.10257106274366379
0,859,0.1318623274564743
0,869,0.08951880782842636
0,879,0.06455743312835693
0,889,0.16812746226787567
0,899,0.09705837815999985
0,909,0.07372304052114487
0,919,nan
0,929,0.12480306625366211
0,939,0.077687568962574
0,949,0.08673717826604843
0,959,0.13067136704921722
0,969,0.14471451938152313
0,979,0.1045277863740921
0,989,0.1002751812338829
0,999,0.15852048993110657
0,1009,0.12142624706029892
0,1019,0.13977867364883423
0,1029,0.1923217475414276
0,1039,0.1540464460849762
0,1049,0.08835496753454208
0,1059,0.0728408694267273
0,1069,0.09435063600540161
0,1079,0.10888630151748657
0,1089,0.14269299805164337
0,1099,0.08292360603809357
0,1109,0.10121628642082214
0,1119,0.10877298563718796
0,1129,0.1460815668106079
1,1139,0.10334855318069458
1,1149,0.11579279601573944
1,1159,0.10872708261013031
1,1169,0.19187729060649872
1,1179,0.07190661132335663
1,1189,0.17169860005378723
1,1199,0.08443575352430344
1,1209,0.17534276843070984
1,1219,nan
1,1229,0.13315242528915405
1,1239,0.15331916511058807
1,1249,0.17929117381572723
1,1259,0.0956348180770874
1,1269,0.06833883374929428
1,1279,0.07450373470783234
1,1289,0.1302897036075592
1,1299,0.10560637712478638
1,1309,0.12798616290092468
1,1319,0.09277369827032089
1,1329,0.21931660175323486
1,1339,0.07595138996839523
1,1349,0.24738183617591858
1,1359,0.08134646713733673
1,1369,0.17282406985759735
1,1379,0.08337624371051788
1,1389,0.10332872718572617
1,1399,0.10110613703727722
1,1409,0.12083451449871063
1,1419,0.12674066424369812
1,1429,0.09316929429769516
1,1439,0.1180768609046936
1,1449,0.15690721571445465
1,1459,0.08873548358678818
1,1469,0.08537247031927109
1,1479,0.10237756371498108
1,1489,0.15174321830272675
1,1499,0.0723954290151596
1,1509,nan
1,1519,0.12042545527219772
1,1529,0.11529487371444702
1,1539,0.11194085329771042
1,1549,0.07551280409097672
1,1559,0.1510421633720398
1,1569,0.1536819040775299
1,1579,0.25196942687034607
1,1589,0.09410184621810913
1,1599,0.1384030431509018
1,1609,0.11206179112195969
1,1619,0.09615819156169891
1,1629,0.1519058644771576
1,1639,0.07239015400409698
1,1649,0.11433199048042297
1,1659,0.12505033612251282
1,1669,0.050132542848587036
1,1679,0.1146211177110672
1,1689,0.16276264190673828
1,1699,0.15603600442409515
1,1709,0.0650450587272644
1,1719,0.10028013586997986
1,1729,0.20197665691375732
1,1739,0.1594068706035614
1,1749,0.12191198766231537
1,1759,0.0692150741815567
1,1769,0.1365351527929306
1,1779,0.12476156651973724
1,1789,0.13686862587928772
1,1799,0.12806925177574158
1,1809,0.05988819897174835
1,1819,0.18663465976715088
1,1829,0.13816522061824799
1,1839,0.16448429226875305
1,1849,0.14560076594352722
1,1859,0.07431226968765259
1,1869,0.15029680728912354
1,1879,0.07044486701488495
1,1889,0.196058988571167
1,1899,0.05406530946493149
1,1909,0.11888992041349411
1,1919,0.12093997001647949
1,1929,0.10676473379135132
1,1939,0.17599976062774658
1,1949,0.10742951929569244
1,1959,0.09168224036693573
1,1969,0.15444454550743103
1,1979,0.10770046710968018
1,1989,0.08590381592512131
1,1999,0.049394771456718445
1,2009,0.11792852729558945
1,2019,0.12585842609405518
1,2029,0.17373254895210266
1,2039,0.10879822820425034
1,2049,0.11525046825408936
1,2059,0.18882140517234802
1,2069,0.1376606822013855
1,2079,0.11409860849380493
1,2089,0.16906671226024628
1,2099,0.09231394529342651
1,2109,0.15992003679275513
1,2119,0.27078020572662354
1,2129,0.14016669988632202
1,2139,0.09848618507385254
1,2149,0.09595536440610886
1,2159,0.15628430247306824
1,2169,0.12096335738897324
1,2179,0.1250630021095276
1,2189,0.16241805255413055
1,2199,0.11668965220451355
1,2209,0.1669773906469345
1,2219,0.18356376886367798
1,2229,0.15661832690238953
1,2239,0.099362812936306
1,2249,0.20656046271324158
1,2259,0.1273941546678543
2,2269,0.2335970401763916
2,2279,0.1368926614522934
2,2289,0.11058925092220306
2,2299,0.1983238160610199
2,2309,0.25897324085235596
2,2319,0.18662552535533905
2,2329,0.19563385844230652
2,2339,0.16652147471904755
2,2349,0.2735913395881653
2,2359,0.1839076727628708
2,2369,0.1836242526769638
2,2379,0.17678865790367126
2,2389,0.19232720136642456
2,2399,0.5876991152763367
2,2409,0.21241597831249237
2,2419,0.17094652354717255
2,2429,0.190310999751091
2,2439,0.2630637288093567
2,2449,0.18639656901359558
2,2459,0.22903303802013397
2,2469,0.20178279280662537
2,2479,0.26374953985214233
2,2489,0.3590437173843384
2,2499,0.2181236445903778
2,2509,0.254798024892807
2,2519,0.2214871495962143
2,2529,0.29305028915405273
2,2539,0.38679632544517517
2,2549,0.41937482357025146
2,2559,0.5454232692718506
2,2569,0.4093182682991028
2,2579,0.6815199851989746
2,2589,0.7321323156356812
2,2599,0.7270304560661316
2,2609,0.6110600829124451
2,2619,0.6253435611724854
2,2629,0.6241406202316284
2,2639,0.6743787527084351
2,2649,0.67173832654953
2,2659,0.6713602542877197
2,2669,0.7493991851806641
2,2679,0.7035300135612488
2,2689,0.6790167689323425
2,2699,0.6886550784111023
2,2709,0.5789846777915955
2,2719,0.6206469535827637
2,2729,0.5436580181121826
2,2739,0.5032596588134766
2,2749,0.6246037483215332
2,2759,0.7320520281791687
2,2769,0.644349992275238
2,2779,0.8205763697624207
2,2789,0.6714012026786804
2,2799,0.6130807399749756
2,2809,0.792012095451355
2,2819,0.6315065622329712
2,2829,0.7323058843612671
2,2839,0.7834662795066833
2,2849,0.7404235601425171
2,2859,0.7918295860290527
2,2869,0.6115147471427917
2,2879,0.8074647188186646
2,2889,0.6043593287467957
2,2899,0.6567522287368774
2,2909,nan
2,2919,0.7540462017059326
2,2929,0.6028861403465271
2,2939,0.6604109406471252
2,2949,0.6446971893310547
2,2959,0.6533815860748291
2,2969,0.5615462064743042
2,2979,0.6197280287742615
2,2989,0.7871642112731934
2,2999,0.5248845815658569
2,3009,0.6003468632698059
2,3019,0.7587909698486328
2,3029,0.770702064037323
